,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,NAICS_CODE,NAICS_DESC,LEVEL,ENROLLMENT,START_GRAD,END_GRADE,FT_TEACHER,YEAR
4862,A9504209,YORKTOWN CHRISTIAN ACADEMY,5025A YORKTOWN BLVD,CORPUS CHRISTI,TX,78413,1,1,177,NUECES,48355,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,153,2,13,24,2009
4863,01325902,ST ANDREW'S EPISCOPAL SCHOOL,1515 S GEORGIA ST,AMARILLO,TX,79102,1,1,251,POTTER,48375,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,228,2,13,23,2009
4864,01323086,ST JOSEPH CATHOLIC ELEMENTARY SCHOOL,4118 S BONHAM ST,AMARILLO,TX,79110,1,1,111,RANDALL,48381,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,103,2,10,8,2009
4865,A9504023,GRACE PREPARATORY ACADEMY,3300 W INTERSTATE 20,ARLINGTON,TX,76017,1,1,438,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,414,3,17,24,2009
4866,A9504056,KEY SCHOOL,3947 E LOOP 820 S,FORT WORTH,TX,76119,4,1,136,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,92,3,17,44,2010
4867,A9707928,CHILDRENS UNIVERSITY,4621 PARK SPRINGS BLVD,ARLINGTON,TX,76017,1,1,127,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,114,2,11,13,2009
4868,A9106436,BETHESDA CHRISTIAN SCHOOL,4700 N BEACH ST,FORT WORTH,TX,76137,1,1,428,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,385,3,17,43,2009
4869,A9106430,BANNOCKBURN CHRISTIAN ACADEMY,7100 BRODIE LN,AUSTIN,TX,78745,1,1,59,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,51,2,10,8,2010
4870,AA890934,ST PAUL'S EPISCOPAL SCHOOL,1707 W BLUFF ST,WOODVILLE,TX,75979,1,1,24,TYLER,48457,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,20,2,10,4,2010
4882,01325254,ST PIUS V CATHOLIC SCHOOL,812 MAIN ST,PASADENA,TX,77506,1,1,37,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,33,2,11,4,2012
4890,A0903622,THE CAMBRIDGE SCHOOL OF DALLAS,3877 WALNUT HILL LN,DALLAS,TX,75229,1,1,138,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,120,10,17,18,2012
4918,A1102155,CREME DE LA CREME - PLANO,5516 W PLANO PKWY,PLANO,TX,75093,6,1,15,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,14,2,4,1,2014
4933,A1303348,CASA DEI BAMBINI,20211 S UNIVERSITY BLVD,MISSOURI CITY,TX,77459,2,1,196,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,170,5,5,26,2018
4983,BB162840,MARIMONT MONTESSORI SCHOOL INC,801 FM 685,PFLUGERVILLE,TX,78660,2,1,11,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,7,2,3,4,2018
5363,A0303159,WAXAHACHIE PREPARATORY ACADEMY,1000 BUTCHER RD,WAXAHACHIE,TX,75165,3,1,163,ELLIS,48139,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,146,3,17,17,2010
5364,AA890905,FAITH CHRISTIAN ACADEMY,124 E LEONA ST,DILLEY,TX,78017,1,1,36,FRIO,48163,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,30,3,13,6,2010
5365,A9106506,ST MARY CATHOLIC SCHOOL,1612 E WALKER ST,LEAGUE CITY,TX,77573,1,1,203,GALVESTON,48167,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,189,2,13,14,2009
5366,01326087,ST FRANCIS EPISCOPAL SCHOOL,335 PINEY POINT RD,HOUSTON,TX,77024,1,1,693,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,632,2,13,61,2010
5390,BB942719,SOUTHAMPTON MONTESSORI SCHOOL,5012 MORNINGSIDE DR,HOUSTON,TX,77005,2,1,161,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,135,2,10,26,2012
5399,A0503468,STARWOOD MONTESSORI SCHOOL,6600 LEBANON RD,FRISCO,TX,75034,2,1,138,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,107,2,13,31,2012
5402,A0903581,PRIMROSE SCHOOL OF N E GREEN OAKS,1900 NE GREEN OAKS BLVD,ARLINGTON,TX,76006,7,1,7,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,6,2,3,1,2012
5466,A1503680,CYPRESS BEND ADVENTIST ELEMENTARY SCHOOL,2997 FM 728,JEFFERSON,TX,75657,1,1,24,MARION,48315,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,21,2,13,3,2018
5468,A1503849,WESTERN HILLS ACADEMY,524 THUNDERBIRD DR,EL PASO,TX,79912,1,1,31,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,26,2,10,5,2018
5813,AA001304,SHERWOOD CHRISTIAN ACADEMY,5611 ECTOR AVE,ODESSA,TX,79762,6,1,21,ECTOR,48135,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,18,3,17,3,2010
5814,A9703395,ST MARTHA CATHOLIC SCHOOL,2411 OAK SHORES DR,KINGWOOD,TX,77339,1,1,387,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,360,2,13,27,2010
5815,BB942644,MONTESSORI LEARNING INSTITUTE,5701 BEECHNUT ST,HOUSTON,TX,77074,2,1,56,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,51,2,11,5,2009
5816,A0702184,APPLEGATE ADVENTIST JR ACADEMY,4 APPLEGATE CIR,ROUND ROCK,TX,78665,1,1,16,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,13,2,13,3,2010
5847,A0903633,VICTORY BAPTIST ACADEMY,1311 E BANKHEAD DR,WEATHERFORD,TX,76086,1,1,198,PARKER,48367,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,183,2,17,15,2012
5848,A0990131,YORKTOWN EDUCATION,5170 VILLAGE CREEK DR STE 100,PLANO,TX,75093,1,1,99,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,88,3,17,11,2012
5860,K9306045,CROSS LUTHERAN SCHOOL,2171 COMMON ST,NEW BRAUNFELS,TX,78130,1,1,157,COMAL,48091,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,146,2,13,11,2012
5865,02061312,BAYTOWN CHRISTIAN ACADEMY,5555 N MAIN ST,BAYTOWN,TX,77521,1,1,198,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,177,2,17,21,2012
5875,A0992060,CORNERSTONE CROSSROADS ACADEMY,2815 S ERVAY ST ANNEX BLDG,DALLAS,TX,75215,6,1,28,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,25,14,17,3,2012
